iTOW,ecefX,ecefY,ecefZ,ecefXHp,ecefYHp,ecefZHp,invalidEcef,pAcc,ecefX_full_m,ecefY_full_m,ecefZ_full_m,timestamp_utc
228302000,86378131,-550316459,309595335,31,40,-12,False,84846,863781.3131,-5503164.586,3095953.3488000003,
228307000,86378141,-550316457,309595320,-49,-22,-24,False,84799,863781.4051,-5503164.5722,3095953.1976,
228312000,86378136,-550316467,309595325,-38,-37,50,False,84835,863781.3562,-5503164.6737,3095953.255,
228317000,86378132,-550316473,309595328,-20,4,43,False,84989,863781.318,-5503164.7296,3095953.2843,
228322000,86378131,-550316477,309595329,32,-47,34,False,85257,863781.3132000001,-5503164.7747,3095953.2934,
228327000,86378125,-550316483,309595335,-5,-25,-35,False,85584,863781.2495,-5503164.8325000005,3095953.3465,
228332000,86378120,-550316486,309595335,-47,49,-31,False,85744,863781.1952999999,-5503164.8551,3095953.3469000002,
228337000,86378117,-550316477,309595334,-40,16,-16,False,85886,863781.1660000001,-5503164.7683999995,3095953.3384,
228342000,86378113,-550316475,309595336,-10,11,6,False,86040,863781.129,-5503164.7489,3095953.3606,
228347000,86378106,-550316475,309595344,-24,-15,-22,False,86126,863781.0576000001,-5503164.7515,3095953.4378,
228352000,86378098,-550316472,309595360,9,31,44,False,86160,863780.9809,-5503164.716899999,3095953.6044,
228357000,86378087,-550316467,309595368,16,-50,50,False,86262,863780.8716,-5503164.675,3095953.685,
228362000,86378082,-550316466,309595379,26,19,5,False,86373,863780.8226,-5503164.658100001,3095953.7905,
228367000,86378074,-550316465,309595386,-13,-43,48,False,86477,863780.7387,-5503164.6543000005,3095953.8648,
228372000,86378072,-550316456,309595385,-8,10,12,False,86673,863780.7191999999,-5503164.558999999,3095953.8512,
228377000,86378072,-550316450,309595385,-47,-34,26,False,86765,863780.7152999999,-5503164.5034,3095953.8526,
228382000,86378066,-550316447,309595389,48,6,33,False,86892,863780.6648,-5503164.4694,3095953.8933,
228387000,86378064,-550316444,309595392,38,-22,22,False,87030,863780.6438,-5503164.4422,3095953.9222,
228392000,86378072,-550316439,309595384,5,1,-33,False,87117,863780.7204999999,-5503164.3899,3095953.8367,
228397000,86378072,-550316437,309595383,17,31,-29,False,87209,863780.7217,-5503164.3669,3095953.8271,
228402000,86378074,-550316447,309595385,-2,7,6,False,87408,863780.7398,-5503164.4693,3095953.8506,
228407000,86378075,-550316451,309595386,-9,-26,0,False,87579,863780.7491,-5503164.5126,3095953.86,
228412000,86378082,-550316448,309595377,-6,-22,42,False,87594,863780.8193999999,-5503164.4822,3095953.7742,
228417000,86378086,-550316451,309595372,31,31,-38,False,87729,863780.8631,-5503164.506899999,3095953.7162,
228422000,86378094,-550316456,309595364,13,-24,-38,False,87840,863780.9413,-5503164.562399999,3095953.6362,
228427000,86378097,-550316464,309595359,-6,-15,-20,False,87823,863780.9694,-5503164.6415,3095953.588,
228432000,86378099,-550316477,309595360,12,46,-14,False,87743,863780.9912,-5503164.7654,3095953.5986,
228437000,86378099,-550316488,309595359,-10,-43,-19,False,87659,863780.989,-5503164.8843,3095953.5881,
228442000,86378096,-550316504,309595361,1,-5,-41,False,87634,863780.9600999999,-5503165.0405,3095953.6059,
228447000,86378095,-550316518,309595362,7,35,6,False,87627,863780.9506999999,-5503165.1765,3095953.6206,
228452000,86378096,-550316528,309595360,-33,4,5,False,87526,863780.9567,-5503165.2796,3095953.6005,
228457000,86378100,-550316540,309595359,-32,-7,-11,False,87351,863780.9968,-5503165.4007,3095953.5889,
228462000,86378101,-550316544,309595356,43,7,48,False,87136,863781.0143,-5503165.439300001,3095953.5648000003,
228467000,86378107,-550316551,309595352,31,46,7,False,86957,863781.0730999999,-5503165.5054,3095953.5207,
228472000,86378113,-550316557,309595349,28,-48,30,False,86806,863781.1328,-5503165.5748000005,3095953.4930000002,
228477000,86378121,-550316563,309595348,0,-21,-33,False,86675,863781.21,-5503165.6321,3095953.4767,
228482000,86378124,-550316572,309595344,23,-15,47,False,86488,863781.2423,-5503165.7215,3095953.4447,
228487000,86378134,-550316579,309595343,40,-27,35,False,86211,863781.3439999999,-5503165.7927,3095953.4335000003,
228492000,86378138,-550316592,309595347,23,-9,42,False,85949,863781.3823,-5503165.9209,3095953.4742,
228497000,86378140,-550316605,309595352,47,-41,21,False,85780,863781.4047000001,-5503166.054099999,3095953.5221,
228502000,86378148,-550316617,309595357,-42,-10,18,False,85647,863781.4758,-5503166.171,3095953.5718,
228507000,86378155,-550316627,309595360,-25,-38,-26,False,85529,863781.5475000001,-5503166.2738,3095953.5974000003,
228512000,86378161,-550316637,309595363,-24,-46,-5,False,85694,863781.6076,-5503166.3746,3095953.6295,
228517000,86378166,-550316639,309595362,-45,37,41,False,85752,863781.6555,-5503166.386299999,3095953.6241,
228522000,86378172,-550316639,309595360,20,-36,16,False,85579,863781.722,-5503166.3936,3095953.6016,
228527000,86378174,-550316643,309595361,21,-25,1,False,85491,863781.7421,-5503166.4325,3095953.6100999997,
228532000,86378174,-550316653,309595370,-49,-25,-25,False,85448,863781.7350999999,-5503166.532500001,3095953.6975000002,
228537000,86378170,-550316665,309595383,-30,-24,-13,False,85139,863781.6969999999,-5503166.6524,3095953.8287,
228542000,86378168,-550316670,309595389,41,44,-49,False,84797,863781.6841000001,-5503166.6956,3095953.8851,
228547000,86378166,-550316682,309595399,-31,37,22,False,84507,863781.6569000001,-5503166.8163,3095953.9922,
228552000,86378165,-550316690,309595409,3,-38,-49,False,84237,863781.6503,-5503166.9038,3095954.0851,
228557000,86378159,-550316694,309595422,-43,-14,26,False,83928,863781.5856999999,-5503166.941400001,3095954.2226,
228562000,86378159,-550316698,309595432,-41,-43,7,False,83716,863781.5859,-5503166.984300001,3095954.3207,
228567000,86378160,-550316697,309595435,49,13,50,False,83549,863781.6049,-5503166.9687,3095954.355,
228572000,86378158,-550316704,309595447,-37,-7,46,False,83315,863781.5763,-5503167.0407,3095954.4746000003,
228577000,86378152,-550316708,309595459,11,26,3,False,83112,863781.5211,-5503167.0774,3095954.5903,
228582000,86378146,-550316708,309595471,49,11,-16,False,82954,863781.4649,-5503167.0789,3095954.7084,
228587000,86378137,-550316705,309595484,-48,-4,-12,False,82862,863781.3652,-5503167.0504,3095954.8388,
228592000,86378134,-550316694,309595485,-17,-37,-17,False,82975,863781.3383,-5503166.943700001,3095954.8483,
228597000,86378133,-550316690,309595489,-42,12,11,False,83145,863781.3258,-5503166.898800001,3095954.8911,
228602000,86378131,-550316686,309595491,23,-28,29,False,83301,863781.3123000001,-5503166.8628,3095954.9129000003,
228607000,86378132,-550316674,309595480,-6,-26,-2,False,83467,863781.3193999999,-5503166.7426,3095954.7997999997,
228612000,86378131,-550316667,309595472,11,6,22,False,83700,863781.3111,-5503166.6694,3095954.7222,
228617000,86378132,-550316659,309595466,4,44,-15,False,83967,863781.3204,-5503166.5856,3095954.6585000004,
228622000,86378136,-550316644,309595453,-15,-36,-4,False,84265,863781.3585,-5503166.443600001,3095954.5296,
228627000,86378138,-550316629,309595443,16,38,-36,False,84570,863781.3816,-5503166.2862,3095954.4264,
228632000,86378138,-550316609,309595432,7,-9,-46,False,84911,863781.3807,-5503166.0909,3095954.3153999997,
228637000,86378134,-550316596,309595424,-37,9,38,False,85132,863781.3363,-5503165.9591,3095954.2438000003,
228642000,86378128,-550316582,309595420,43,-27,-41,False,85306,863781.2843,-5503165.8227,3095954.1959,
228647000,86378127,-550316567,309595407,-23,24,-10,False,85238,863781.2677,-5503165.6676,3095954.0689999997,
228652000,86378120,-550316559,309595397,-3,-15,13,False,85227,863781.1997,-5503165.5915,3095953.9713000003,
228657000,86378122,-550316553,309595378,-32,43,-5,False,85358,863781.2167999999,-5503165.5257,3095953.7794999997,
228662000,86378121,-550316546,309595364,-2,21,-23,False,85483,863781.2098,-5503165.4579,3095953.6377000003,
228667000,86378127,-550316543,309595350,-2,36,-4,False,85594,863781.2698,-5503165.426399999,3095953.4996,
228672000,86378133,-550316535,309595334,45,-46,-27,False,85772,863781.3345,-5503165.354599999,3095953.3373,
228677000,86378142,-550316529,309595319,-11,-1,0,False,86007,863781.4189,-5503165.2901,3095953.19,
228682000,86378142,-550316527,309595314,13,-49,-29,False,86016,863781.4213,-5503165.2749,3095953.1371,
228687000,86378144,-550316527,309595306,-24,-1,27,False,85983,863781.4376,-5503165.270099999,3095953.0627,
228692000,86378149,-550316530,309595296,41,-6,5,False,85924,863781.4941,-5503165.3006,3095952.9605,
228697000,86378157,-550316529,309595285,-40,29,34,False,86012,863781.566,-5503165.2871,3095952.8534,
228702000,86378168,-550316525,309595269,-15,48,-29,False,86207,863781.6785,-5503165.2452,3095952.6870999997,
228707000,86378168,-550316527,309595269,44,-2,-44,False,86419,863781.6844,-5503165.270199999,3095952.6856,
228712000,86378179,-550316525,309595250,-15,-36,6,False,86667,863781.7885,-5503165.2536,3095952.5006,
228717000,86378187,-550316525,309595235,-1,39,-43,False,86936,863781.8699,-5503165.2461,3095952.3457,
228722000,86378195,-550316524,309595224,-45,-1,-31,False,87153,863781.9454999999,-5503165.2401,3095952.2369000004,
228727000,86378202,-550316521,309595205,-12,-50,34,False,87722,863782.0188,-5503165.215,3095952.0533999996,
228732000,86378211,-550316521,309595192,-42,26,11,False,88286,863782.1058,-5503165.2074,3095951.9211,
228737000,86378212,-550316522,309595186,-35,-30,-14,False,88633,863782.1165,-5503165.222999999,3095951.8586,
228742000,86378220,-550316519,309595174,34,30,-30,False,88762,863782.2034,-5503165.187000001,3095951.737,
228747000,86378235,-550316515,309595159,-3,-18,-2,False,89237,863782.3497,-5503165.1518,3095951.5897999997,
228752000,86378243,-550316514,309595153,10,36,-49,False,89757,863782.4310000001,-5503165.136399999,3095951.5250999997,
228757000,86378253,-550316513,309595145,49,-33,-26,False,90272,863782.5349000001,-5503165.1333,3095951.4474000004,
228762000,86378268,-550316508,309595130,41,-39,-31,False,90787,863782.6841000001,-5503165.0839,3095951.2969,
228767000,86378276,-550316513,309595126,-4,6,21,False,91190,863782.7596,-5503165.1294,3095951.2621,
228772000,86378291,-550316515,309595119,-47,-50,-18,False,91705,863782.9053,-5503165.155,3095951.1881999997,
228777000,86378304,-550316516,309595106,25,-21,22,False,92300,863783.0425,-5503165.1621,3095951.0622,
228782000,86378320,-550316513,309595090,19,20,12,False,92812,863783.2019,-5503165.128,3095950.9011999997,
228787000,86378336,-550316500,309595065,-9,-42,11,False,93072,863783.3591,-5503165.0042,3095950.6511,
228792000,86378344,-550316496,309595052,-24,-24,-3,False,93094,863783.4376,-5503164.9624,3095950.5197,
228797000,86378349,-550316491,309595047,8,-40,32,False,92944,863783.4908,-5503164.914,3095950.4732000004,
228802000,86378349,-550316494,309595053,-6,17,-38,False,92914,863783.4894,-5503164.9383000005,3095950.5261999997,
228807000,86378347,-550316490,309595059,45,22,-49,False,92660,863783.4745,-5503164.8978,3095950.5851,
228812000,86378347,-550316483,309595064,25,-31,-37,False,92465,863783.4724999999,-5503164.8331,3095950.6363000004,
228817000,86378344,-550316478,309595075,-35,-14,18,False,92354,863783.4365,-5503164.781400001,3095950.7518,
228822000,86378344,-550316475,309595081,-5,-47,13,False,92414,863783.4395,-5503164.7547,3095950.8113,
228827000,86378347,-550316469,309595085,7,-21,21,False,92273,863783.4707,-5503164.692100001,3095950.8521000003,
228832000,86378353,-550316463,309595082,10,36,7,False,91996,863783.5310000001,-5503164.6263999995,3095950.8207,
228837000,86378361,-550316460,309595080,2,-37,-43,False,91724,863783.6102,-5503164.6037,3095950.7956999997,
228842000,86378369,-550316464,309595079,-18,-10,17,False,91605,863783.6882,-5503164.641,3095950.7917,
228847000,86378375,-550316464,309595075,-16,22,-46,False,91664,863783.7484,-5503164.6378,3095950.7454,
228852000,86378386,-550316462,309595069,-19,-7,-35,False,91761,863783.8581,-5503164.6207,3095950.6865,
228857000,86378389,-550316457,309595069,-12,-29,-26,False,91688,863783.8888,-5503164.5729,3095950.6874,
228862000,86378381,-550316456,309595087,-17,43,38,False,91347,863783.8083,-5503164.555699999,3095950.8738,
228867000,86378376,-550316450,309595094,-28,23,25,False,91145,863783.7572,-5503164.4977,3095950.9425,
228872000,86378361,-550316452,309595121,-16,-18,-44,False,90906,863783.6084,-5503164.521799999,3095951.2056,
228877000,86378358,-550316456,309595127,-32,1,-17,False,90564,863783.5767999999,-5503164.5599,3095951.2683,
228882000,86378358,-550316455,309595126,-36,41,-12,False,90361,863783.5763999999,-5503164.5459,3095951.2588,
228887000,86378357,-550316455,309595129,-24,45,47,False,90337,863783.5676,-5503164.5455,3095951.2947,
228892000,86378355,-550316459,309595136,26,-20,37,False,90290,863783.5526,-5503164.592,3095951.3636999996,
228897000,86378352,-550316456,309595138,22,47,9,False,90365,863783.5222,-5503164.555299999,3095951.3808999998,
228902000,86378352,-550316456,309595136,43,46,-45,False,90341,863783.5243,-5503164.5554,3095951.3555,
228907000,86378349,-550316455,309595138,12,-9,-48,False,90337,863783.4912,-5503164.5509,3095951.3751999997,
228912000,86378343,-550316455,309595145,44,11,-22,False,90250,863783.4344,-5503164.5489,3095951.4478,
228917000,86378338,-550316454,309595151,-15,-49,6,False,90095,863783.3785,-5503164.5449,3095951.5105999997,
228922000,86378328,-550316458,309595161,-39,-4,39,False,89861,863783.2761,-5503164.5804,3095951.6138999998,
228927000,86378324,-550316458,309595164,-46,18,-28,False,89790,863783.2354,-5503164.5782,3095951.6372,
228932000,86378319,-550316457,309595161,36,-34,-3,False,89891,863783.1936,-5503164.5734,3095951.6097,
228937000,86378315,-550316462,309595160,8,-1,49,False,89972,863783.1508000001,-5503164.6201,3095951.6049,
228942000,86378307,-550316459,309595158,19,34,34,False,90015,863783.0719,-5503164.5866,3095951.5834,
228947000,86378300,-550316461,309595159,23,-2,-40,False,90105,863783.0023,-5503164.6102,3095951.5859999997,
228952000,86378294,-550316467,309595164,-7,-34,32,False,89943,863782.9393,-5503164.6734,3095951.6432000003,
228957000,86378285,-550316477,309595173,-45,33,-45,False,89717,863782.8454999999,-5503164.7667,3095951.7255,
228962000,86378276,-550316492,309595183,17,17,-44,False,89458,863782.7617,-5503164.9183,3095951.8256,
228967000,86378276,-550316497,309595183,-2,-25,45,False,89360,863782.7598,-5503164.9725,3095951.8345,
228972000,86378271,-550316506,309595190,15,-50,-14,False,89330,863782.7115,-5503165.0649999995,3095951.8986,
228977000,86378267,-550316524,309595203,31,-15,-46,False,89311,863782.6731,-5503165.2415000005,3095952.0253999997,
228982000,86378268,-550316542,309595211,-33,-12,28,False,89352,863782.6767000001,-5503165.4212,3095952.1128,
228987000,86378268,-550316555,309595219,-14,-29,44,False,89409,863782.6786000001,-5503165.5529,3095952.1944,
228992000,86378273,-550316572,309595222,-31,15,24,False,89452,863782.7269,-5503165.7184999995,3095952.2224000003,
228997000,86378280,-550316583,309595227,-46,-46,5,False,89381,863782.7954000001,-5503165.8346,3095952.2705,
229002000,86378288,-550316597,309595225,-26,16,-19,False,89680,863782.8774,-5503165.9684,3095952.2481,
229007000,86378292,-550316600,309595223,16,-9,0,False,89965,863782.9216,-5503166.0009,3095952.23,
229012000,86378298,-550316605,309595224,-26,37,-13,False,90262,863782.9774,-5503166.0463,3095952.2387,
229017000,86378308,-550316612,309595217,18,36,4,False,90667,863783.0817999999,-5503166.1164,3095952.1703999997,
229022000,86378314,-550316621,309595217,-35,-22,-18,False,91089,863783.1365,-5503166.2122,3095952.1681999997,
229027000,86378318,-550316620,309595211,14,7,-9,False,91221,863783.1814,-5503166.1993,3095952.1091,
229032000,86378323,-550316623,309595204,39,46,1,False,91448,863783.2339,-5503166.225400001,3095952.0401,
229037000,86378330,-550316630,309595200,19,-3,2,False,91907,863783.3019000001,-5503166.3003,3095952.0002,
229042000,86378338,-550316639,309595194,48,-15,16,False,92464,863783.3848,-5503166.3915,3095951.9416,
229047000,86378348,-550316644,309595184,-23,32,-14,False,93010,863783.4776999999,-5503166.4368,3095951.8386,
229052000,86378354,-550316647,309595182,-42,25,-2,False,93454,863783.5358000001,-5503166.467499999,3095951.8197999997,
229057000,86378369,-550316657,309595171,-47,26,28,False,94222,863783.6852999999,-5503166.5674,3095951.7128,
229062000,86378380,-550316668,309595161,19,-50,44,False,95227,863783.8019000001,-5503166.685,3095951.6144,
229067000,86378393,-550316674,309595150,-32,8,15,False,96221,863783.9268,-5503166.739200001,3095951.5015,
229072000,86378410,-550316680,309595133,-23,19,-5,False,96897,863784.0976999999,-5503166.7981,3095951.3295,
229077000,86378429,-550316674,309595116,-19,19,34,False,97489,863784.2881,-5503166.738100001,3095951.1634,
229082000,86378438,-550316677,309595106,32,-17,46,False,98048,863784.3832,-5503166.771699999,3095951.0646,
229087000,86378452,-550316695,309595105,23,41,-38,False,98652,863784.5223000001,-5503166.945900001,3095951.0461999997,
229092000,86378468,-550316704,309595091,-22,-31,23,False,99264,863784.6778000001,-5503167.0431,3095950.9123,
229097000,86378481,-550316711,309595082,-50,42,-39,False,99881,863784.805,-5503167.1058,3095950.8161,
229102000,86378496,-550316715,309595064,37,-4,-11,False,100397,863784.9637,-5503167.150400001,3095950.6389,
