iTOW,ecefX,ecefY,ecefZ,ecefXHp,ecefYHp,ecefZHp,invalidEcef,pAcc,ecefX_full_m,ecefY_full_m,ecefZ_full_m,timestamp_utc
230082000,86378333,-550316412,309595396,-45,43,-34,False,104672,863783.3254999999,-5503164.1157,3095953.9566,
230087000,86378339,-550316398,309595380,-41,2,8,False,104207,863783.3859,-5503163.979800001,3095953.8008,
230092000,86378338,-550316392,309595375,-7,13,36,False,103976,863783.3793,-5503163.9187,3095953.7536,
230097000,86378333,-550316384,309595376,-6,5,3,False,103729,863783.3293999999,-5503163.8395,3095953.7602999997,
230102000,86378326,-550316383,309595385,-46,18,-22,False,103402,863783.2554,-5503163.8282,3095953.8478,
230107000,86378317,-550316387,309595403,9,-17,-3,False,103085,863783.1709,-5503163.8717,3095954.0297,
230112000,86378314,-550316391,309595414,4,-22,25,False,102661,863783.1404,-5503163.9122,3095954.1425,
230117000,86378308,-550316395,309595429,42,19,-9,False,102138,863783.0841999999,-5503163.948100001,3095954.2891,
230122000,86378303,-550316403,309595444,20,38,1,False,101603,863783.032,-5503164.0262,3095954.4401,
230127000,86378300,-550316406,309595449,30,-25,-38,False,101032,863783.003,-5503164.0625,3095954.4862,
230132000,86378297,-550316408,309595458,28,19,31,False,100512,863782.9728,-5503164.0781000005,3095954.5831,
230137000,86378295,-550316409,309595475,-3,7,6,False,100042,863782.9497,-5503164.0893,3095954.7506,
230142000,86378293,-550316412,309595487,24,-16,29,False,99669,863782.9324,-5503164.1216,3095954.8729000003,
230147000,86378291,-550316421,309595510,1,22,-47,False,99310,863782.9101,-5503164.2078,3095955.0953,
230152000,86378296,-550316423,309595504,-30,-4,45,False,99051,863782.9569999999,-5503164.230400001,3095955.0445,
230157000,86378299,-550316432,309595507,-8,-25,-32,False,98806,863782.9892,-5503164.322500001,3095955.0667999997,
230162000,86378307,-550316436,309595503,-12,-38,-49,False,98576,863783.0687999999,-5503164.3638,3095955.0250999997,
230167000,86378315,-550316443,309595505,-3,35,-50,False,98462,863783.1497000001,-5503164.4265,3095955.045,
230172000,86378323,-550316445,309595510,23,-2,-24,False,98338,863783.2323,-5503164.4502,3095955.0976,
230177000,86378331,-550316443,309595514,-22,-13,-49,False,98114,863783.3078000001,-5503164.431299999,3095955.1351,
230182000,86378333,-550316449,309595521,-43,-16,42,False,97890,863783.3256999999,-5503164.4916,3095955.2142,
230187000,86378337,-550316448,309595515,43,7,-12,False,97744,863783.3743,-5503164.479300001,3095955.1488,
230192000,86378344,-550316448,309595506,44,32,49,False,97634,863783.4443999999,-5503164.4768,3095955.0649,
230197000,86378352,-550316441,309595492,18,-1,-22,False,97476,863783.5218,-5503164.4101,3095954.9178,
230202000,86378351,-550316446,309595494,7,-28,-47,False,97307,863783.5107,-5503164.4628,3095954.9353,
230207000,86378355,-550316449,309595493,19,-48,30,False,96956,863783.5519000001,-5503164.4948,3095954.933,
230212000,86378352,-550316457,309595500,-43,-16,19,False,96523,863783.5157,-5503164.5716,3095955.0019,
230217000,86378358,-550316451,309595489,-15,26,-20,False,96079,863783.5785,-5503164.5074,3095954.8880000003,
230222000,86378363,-550316449,309595477,46,41,11,False,95623,863783.6346,-5503164.485900001,3095954.7711,
230227000,86378365,-550316449,309595473,-40,47,27,False,95213,863783.6460000001,-5503164.4853,3095954.7327,
230232000,86378363,-550316455,309595479,-29,-12,29,False,94753,863783.6271,-5503164.5512,3095954.7929000002,
230237000,86378364,-550316460,309595484,-28,3,27,False,94387,863783.6372,-5503164.599699999,3095954.8427,
230242000,86378362,-550316469,309595499,16,-24,-33,False,94073,863783.6216,-5503164.6924,3095954.9867000002,
230247000,86378360,-550316476,309595512,30,41,34,False,93752,863783.603,-5503164.7559,3095955.1234,
230252000,86378361,-550316476,309595515,39,-6,1,False,93665,863783.6139,-5503164.7606,3095955.1500999997,
230257000,86378366,-550316479,309595517,-33,-10,-49,False,93608,863783.6567,-5503164.791,3095955.1651,
230262000,86378366,-550316485,309595523,48,-15,-5,False,93517,863783.6648,-5503164.8515,3095955.2295,
230267000,86378365,-550316491,309595529,46,-46,47,False,93345,863783.6546,-5503164.9146,3095955.2947,
230272000,86378366,-550316498,309595539,7,44,-16,False,93159,863783.6607,-5503164.9756000005,3095955.3884,
230277000,86378366,-550316503,309595544,-37,-6,-17,False,92961,863783.6563,-5503165.0306,3095955.4383,
230282000,86378363,-550316509,309595552,34,8,37,False,92801,863783.6334,-5503165.0892,3095955.5237,
230287000,86378362,-550316508,309595555,-20,7,39,False,92543,863783.618,-5503165.0793,3095955.5538999997,
230292000,86378355,-550316510,309595575,-34,-3,11,False,91991,863783.5466,-5503165.1003,3095955.7511,
230297000,86378346,-550316515,309595598,44,-36,7,False,91577,863783.4643999999,-5503165.153600001,3095955.9807,
230302000,86378340,-550316520,309595618,1,-34,-20,False,91249,863783.4001,-5503165.2034,3095956.1780000003,
230307000,86378333,-550316522,309595633,27,-34,-42,False,91509,863783.3326999999,-5503165.2234,3095956.3258,
230312000,86378325,-550316525,309595651,27,31,17,False,91488,863783.2527,-5503165.2469,3095956.5116999997,
230317000,86378320,-550316526,309595665,-36,40,32,False,91407,863783.1963999999,-5503165.256,3095956.6532,
230322000,86378317,-550316523,309595676,9,49,14,False,91368,863783.1709,-5503165.2251,3095956.7613999997,
230327000,86378315,-550316521,309595680,-6,-49,29,False,91592,863783.1494,-5503165.2149,3095956.8029,
230332000,86378319,-550316515,309595678,1,-6,-36,False,91853,863783.1900999999,-5503165.1506,3095956.7764,
230337000,86378315,-550316515,309595689,38,7,41,False,92160,863783.1538,-5503165.149300001,3095956.8941,
230342000,86378313,-550316516,309595697,20,17,17,False,92516,863783.132,-5503165.1583,3095956.9717,
230347000,86378314,-550316518,309595698,21,-37,5,False,92887,863783.1421,-5503165.1837,3095956.9805,
230352000,86378313,-550316523,309595699,-48,35,32,False,93195,863783.1252,-5503165.226500001,3095956.9932000004,
230357000,86378309,-550316526,309595702,-19,-12,9,False,93229,863783.0880999999,-5503165.2612,3095957.0209,
230362000,86378305,-550316530,309595709,42,-48,-21,False,93368,863783.0542,-5503165.3048,3095957.0878999997,
230367000,86378302,-550316530,309595713,-44,-11,-37,False,93986,863783.0156,-5503165.3011,3095957.1263,
230372000,86378299,-550316528,309595715,31,-39,-27,False,94208,863782.9931,-5503165.2839,3095957.1473,
230377000,86378304,-550316531,309595705,42,-23,35,False,94402,863783.0442,-5503165.312299999,3095957.0535,
230382000,86378300,-550316536,309595716,42,-38,16,False,94523,863783.0042,-5503165.3638,3095957.1616,
230387000,86378298,-550316545,309595718,21,27,-3,False,94532,863782.9821,-5503165.4473,3095957.1797,
230392000,86378291,-550316552,309595727,27,-35,14,False,94611,863782.9127,-5503165.523499999,3095957.2714,
230397000,86378287,-550316558,309595730,-17,6,33,False,94798,863782.8683,-5503165.5794,3095957.3033,
230402000,86378281,-550316558,309595738,-35,31,13,False,95037,863782.8065000001,-5503165.5769,3095957.3813,
230407000,86378271,-550316560,309595744,10,-46,15,False,95151,863782.711,-5503165.604599999,3095957.4414999997,
230412000,86378262,-550316564,309595753,42,-15,-42,False,95333,863782.6242,-5503165.6415,3095957.5258,
230417000,86378254,-550316568,309595756,49,-34,-6,False,95454,863782.5449000001,-5503165.6833999995,3095957.5594,
230422000,86378242,-550316579,309595782,-41,36,44,False,95451,863782.4159,-5503165.7864,3095957.8244,
230427000,86378234,-550316581,309595793,35,-34,-40,False,95539,863782.3435,-5503165.813399999,3095957.926,
230432000,86378231,-550316586,309595794,27,17,-24,False,95558,863782.3127,-5503165.8583,3095957.9376,
230437000,86378222,-550316589,309595808,19,5,-16,False,95428,863782.2219,-5503165.8895,3095958.0784,
230442000,86378219,-550316594,309595813,8,13,9,False,95310,863782.1908,-5503165.938700001,3095958.1308999998,
230447000,86378214,-550316592,309595818,41,10,39,False,95192,863782.1441,-5503165.919,3095958.1839,
230452000,86378217,-550316590,309595814,-20,-18,-21,False,95136,863782.1680000001,-5503165.9018,3095958.1379,
230457000,86378217,-550316589,309595814,31,-49,-38,False,95169,863782.1731,-5503165.8949,3095958.1362,
230462000,86378220,-550316588,309595808,8,-4,-3,False,95474,863782.2008,-5503165.8804,3095958.0797,
230467000,86378223,-550316588,309595801,3,-46,32,False,95733,863782.2302999999,-5503165.8845999995,3095958.0132,
230472000,86378225,-550316591,309595802,9,-48,-10,False,95786,863782.2509,-5503165.9148,3095958.019,
230477000,86378231,-550316589,309595792,-4,17,-43,False,95714,863782.3096,-5503165.8883,3095957.9157,
230482000,86378228,-550316592,309595792,45,31,-13,False,95444,863782.2845000001,-5503165.9169,3095957.9187,
230487000,86378225,-550316591,309595786,-1,-37,-14,False,95162,863782.2499,-5503165.9137,3095957.8586,
230492000,86378222,-550316593,309595782,27,1,39,False,95147,863782.2226999999,-5503165.9299,3095957.8238999997,
230497000,86378220,-550316598,309595783,-32,-13,9,False,95205,863782.1967999999,-5503165.9813,3095957.8309,
230502000,86378217,-550316604,309595785,-25,19,49,False,95473,863782.1675000001,-5503166.0381000005,3095957.8549,
230507000,86378221,-550316603,309595776,-34,-16,-47,False,95715,863782.2065999999,-5503166.0316,3095957.7553,
230512000,86378227,-550316601,309595760,-31,-21,-30,False,96040,863782.2669,-5503166.0121,3095957.597,
230517000,86378230,-550316605,309595754,-41,12,44,False,96459,863782.2959,-5503166.0488,3095957.5444,
230522000,86378236,-550316606,309595742,3,-1,-44,False,96895,863782.3603,-5503166.060099999,3095957.4156,
230527000,86378241,-550316605,309595731,-5,16,20,False,98134,863782.4095000001,-5503166.0484,3095957.312,
230532000,86378247,-550316602,309595713,28,32,18,False,99453,863782.4728,-5503166.016799999,3095957.1318,
230537000,86378250,-550316602,309595707,6,-35,-11,False,100528,863782.5006,-5503166.023499999,3095957.0689,
230542000,86378248,-550316608,309595714,12,-48,-18,False,101535,863782.4812,-5503166.0848,3095957.1382,
230547000,86378245,-550316615,309595721,30,36,34,False,102534,863782.453,-5503166.1464,3095957.2134,
230552000,86378241,-550316624,309595733,18,-17,3,False,103434,863782.4118,-5503166.2417,3095957.3303,
230557000,86378241,-550316625,309595739,-48,-45,34,False,104374,863782.4052,-5503166.2545,3095957.3934,
230562000,86378242,-550316615,309595736,-25,4,16,False,105529,863782.4175000001,-5503166.1496,3095957.3616,
230567000,86378233,-550316620,309595751,-11,-44,31,False,106625,863782.3289,-5503166.2044,3095957.5130999996,
230572000,86378223,-550316629,309595775,15,4,-48,False,107686,863782.2315,-5503166.2896,3095957.7452,
230577000,86378212,-550316644,309595804,-3,-11,-43,False,108860,863782.1197,-5503166.4411,3095958.0357,
230582000,86378210,-550316643,309595813,36,-38,-5,False,109874,863782.1036,-5503166.4338,3095958.1295,
230587000,86378203,-550316652,309595836,31,-27,4,False,110886,863782.0331,-5503166.5227,3095958.3603999997,
230592000,86378197,-550316661,309595857,29,-45,2,False,111742,863781.9728999999,-5503166.6145,3095958.5702,
230597000,86378190,-550316671,309595878,40,-8,-28,False,112324,863781.904,-5503166.7108,3095958.7772,
230602000,86378181,-550316680,309595899,43,-22,-9,False,112913,863781.8143000001,-5503166.8022,3095958.9891000004,
230607000,86378181,-550316670,309595900,-17,34,-16,False,113747,863781.8083,-5503166.6966,3095958.9984,
230612000,86378175,-550316679,309595924,-31,25,27,False,114535,863781.7469,-5503166.7875,3095959.2427000003,
230617000,86378178,-550316668,309595922,-29,-10,-21,False,115454,863781.7771000001,-5503166.681,3095959.2179,
230622000,86378177,-550316665,309595931,-16,-10,23,False,116248,863781.7684000001,-5503166.651000001,3095959.3123,
230627000,86378185,-550316657,309595921,-36,3,1,False,116910,863781.8463999999,-5503166.5697,3095959.2101,
230632000,86378188,-550316643,309595913,33,-23,47,False,117407,863781.8833,-5503166.4322999995,3095959.1347,
230637000,86378191,-550316630,309595907,-31,-24,-16,False,117671,863781.9069000001,-5503166.302399999,3095959.0683999998,
230642000,86378192,-550316624,309595905,15,-42,13,False,117953,863781.9215,-5503166.244200001,3095959.0513,
230647000,86378197,-550316618,309595900,-2,17,8,False,118140,863781.9698,-5503166.1783,3095959.0008,
230652000,86378201,-550316607,309595896,23,7,-35,False,118080,863782.0123000001,-5503166.069300001,3095958.9565,
230657000,86378202,-550316598,309595893,20,-2,-24,False,117989,863782.022,-5503165.9802,3095958.9276,
230662000,86378204,-550316589,309595893,-11,-41,-1,False,117530,863782.0389,-5503165.894099999,3095958.9299000003,
230667000,86378209,-550316574,309595885,-16,-7,-19,False,117419,863782.0884,-5503165.7407,3095958.8481,
230672000,86378208,-550316563,309595886,13,-23,-36,False,116912,863782.0813,-5503165.6323,3095958.8564,
230677000,86378207,-550316555,309595881,-18,-41,-26,False,116548,863782.0682,-5503165.554099999,3095958.8074000003,
230682000,86378204,-550316548,309595889,6,-7,4,False,116123,863782.0406000001,-5503165.4807,3095958.8904,
230687000,86378205,-550316543,309595888,32,28,18,False,115677,863782.0532000001,-5503165.4272,3095958.8818,
230692000,86378200,-550316539,309595901,25,-33,27,False,115520,863782.0025,-5503165.3933,3095959.0127,
230697000,86378202,-550316530,309595898,46,15,35,False,115556,863782.0246,-5503165.2985,3095958.9835,
230702000,86378206,-550316517,309595894,-44,34,-41,False,114730,863782.0556000001,-5503165.1666,3095958.9359,
230707000,86378208,-550316512,309595887,29,8,21,False,113772,863782.0828999999,-5503165.119200001,3095958.8721000003,
230712000,86378207,-550316507,309595893,9,3,-14,False,112987,863782.0708999999,-5503165.0697,3095958.9286,
230717000,86378205,-550316511,309595902,-41,44,20,False,112317,863782.0459,-5503165.1056,3095959.022,
230722000,86378209,-550316504,309595894,-40,-23,18,False,111373,863782.086,-5503165.0423,3095958.9418,
230727000,86378211,-550316494,309595896,34,33,-10,False,110751,863782.1134,-5503164.9367,3095958.959,
230732000,86378213,-550316499,309595905,10,-27,41,False,109981,863782.131,-5503164.9927,3095959.0541,
230737000,86378211,-550316501,309595916,-5,27,40,False,109474,863782.1095,-5503165.0073,3095959.1640000003,
230742000,86378207,-550316497,309595924,33,-44,10,False,108970,863782.0732999999,-5503164.9744,3095959.2410000004,
230747000,86378201,-550316502,309595940,40,36,27,False,108623,863782.014,-5503165.016399999,3095959.4027,
230752000,86378204,-550316502,309595932,-33,-45,-13,False,108775,863782.0367,-5503165.024499999,3095959.3186999997,
230757000,86378205,-550316500,309595934,-19,-21,-18,False,109176,863782.0481,-5503165.0021,3095959.3381999996,
230762000,86378207,-550316493,309595928,26,-5,-9,False,110434,863782.0726,-5503164.9305,3095959.2791,
230767000,86378218,-550316479,309595906,-39,-42,15,False,112015,863782.1761,-5503164.7942,3095959.0615,
230772000,86378221,-550316464,309595897,15,27,22,False,111988,863782.2115,-5503164.6373,3095958.9722,
230777000,86378221,-550316462,309595894,-31,43,-24,False,111810,863782.2069,-5503164.6157,3095958.9376,
230782000,86378225,-550316453,309595882,8,37,-12,False,111706,863782.2508,-5503164.5263,3095958.8188,
230787000,86378222,-550316454,309595883,22,9,-18,False,111790,863782.2222,-5503164.5391,3095958.8282,
230792000,86378217,-550316453,309595887,-1,28,-24,False,111826,863782.1699000001,-5503164.5272,3095958.8676,
230797000,86378209,-550316458,309595896,-18,36,-27,False,111894,863782.0882,-5503164.5764,3095958.9573,
230802000,86378195,-550316475,309595929,7,37,-21,False,111926,863781.9506999999,-5503164.7463,3095959.2879,
230807000,86378188,-550316486,309595945,-30,41,-50,False,111716,863781.877,-5503164.855900001,3095959.4450000003,
230812000,86378189,-550316477,309595940,44,-5,15,False,111585,863781.8944,-5503164.7705,3095959.4014999997,
230817000,86378183,-550316481,309595959,41,-19,-39,False,111356,863781.8341,-5503164.811899999,3095959.5861,
230822000,86378181,-550316483,309595961,17,33,28,False,110765,863781.8117000001,-5503164.8267,3095959.6128,
230827000,86378182,-550316487,309595965,-25,21,-14,False,110156,863781.8175,-5503164.8679,3095959.6486,
230832000,86378185,-550316485,309595965,-32,-26,37,False,109622,863781.8467999999,-5503164.8526,3095959.6536999997,
230837000,86378187,-550316488,309595971,-48,18,22,False,109531,863781.8652,-5503164.8782,3095959.7122,
230842000,86378183,-550316497,309595986,34,-45,-15,False,109505,863781.8334,-5503164.9745,3095959.8585,
230847000,86378181,-550316497,309595994,16,6,-30,False,109462,863781.8116,-5503164.9694,3095959.937,
230852000,86378183,-550316499,309595990,9,-8,-25,False,109342,863781.8309,-5503164.9908,3095959.8975,
230857000,86378176,-550316512,309596001,-13,27,13,False,109528,863781.7587,-5503165.1173,3095960.0113,
230862000,86378173,-550316516,309596005,-49,-3,-21,False,109727,863781.7250999999,-5503165.160300001,3095960.0478999997,
230867000,86378171,-550316520,309596010,-16,-33,43,False,109472,863781.7084,-5503165.2033,3095960.1043000002,
230872000,86378168,-550316521,309596018,-12,32,4,False,109187,863781.6788,-5503165.2068,3095960.1804,
230877000,86378160,-550316528,309596040,-49,23,-26,False,108895,863781.5950999999,-5503165.2777,3095960.3974,
230882000,86378162,-550316529,309596035,-33,-26,49,False,108841,863781.6167,-5503165.2926,3095960.3549,
230887000,86378154,-550316538,309596052,-49,40,-24,False,109014,863781.5351,-5503165.376,3095960.5176,
230892000,86378148,-550316546,309596066,-23,47,-3,False,108736,863781.4776999999,-5503165.4553,3095960.6597,
230897000,86378143,-550316548,309596071,-3,6,40,False,108630,863781.4297000001,-5503165.479400001,3095960.714,
230902000,86378140,-550316557,309596086,-23,20,-1,False,108569,863781.3977,-5503165.568,3095960.8599,
230907000,86378143,-550316557,309596087,-13,37,-16,False,108339,863781.4287,-5503165.5663,3095960.8684,
230912000,86378140,-550316562,309596098,-27,11,33,False,108312,863781.3973000001,-5503165.6189,3095960.9833,
230917000,86378132,-550316580,309596118,5,18,-19,False,108327,863781.3204999999,-5503165.7982,3095961.1781,
230922000,86378135,-550316581,309596117,-49,50,46,False,108432,863781.3450999999,-5503165.805,3095961.1746,
230927000,86378132,-550316585,309596124,41,-6,42,False,109047,863781.3241,-5503165.8506,3095961.2442,
230932000,86378132,-550316607,309596130,-28,38,-16,False,109490,863781.3171999999,-5503166.0662,3095961.2983999997,
230937000,86378136,-550316609,309596125,-42,7,22,False,111014,863781.3558,-5503166.0893,3095961.2522,
230942000,86378154,-550316587,309596083,49,-1,-9,False,112208,863781.5449000001,-5503165.8701,3095960.8291,
230947000,86378152,-550316588,309596092,22,7,28,False,112929,863781.5222,-5503165.8793,3095960.9228,
230952000,86378155,-550316591,309596091,-46,-17,-38,False,113690,863781.5454000001,-5503165.9117,3095960.9062,
230957000,86378159,-550316587,309596084,38,13,21,False,114810,863781.5937999999,-5503165.8687,3095960.8421,
230962000,86378164,-550316588,309596089,-31,-42,-16,False,116230,863781.6369,-5503165.8842,3095960.8884,
230967000,86378177,-550316565,309596063,-18,-45,20,False,117672,863781.7682,-5503165.6545,3095960.6319999998,
230972000,86378166,-550316593,309596100,8,12,-21,False,119280,863781.6608000001,-5503165.9288,3095960.9979,
230977000,86378172,-550316585,309596093,-18,-34,-36,False,120936,863781.7182,-5503165.853399999,3095960.9264,
230982000,86378170,-550316584,309596106,-27,-8,20,False,122467,863781.6973,-5503165.840799999,3095961.062,
230987000,86378169,-550316577,309596108,-18,33,-41,False,123300,863781.6882,-5503165.7667,3095961.0759,
230992000,86378165,-550316581,309596121,-33,4,50,False,124112,863781.6467,-5503165.809599999,3095961.215,
230997000,86378159,-550316592,309596144,-23,24,33,False,125087,863781.5876999999,-5503165.9176,3095961.4433,
231002000,86378161,-550316582,309596139,19,1,16,False,125912,863781.6119,-5503165.8199000005,3095961.3916,
231007000,86378168,-550316563,309596127,4,41,-26,False,126688,863781.6804000001,-5503165.6259,3095961.2674000002,
231012000,86378169,-550316569,309596130,28,5,-1,False,126446,863781.6928,-5503165.6895,3095961.2999,
231017000,86378181,-550316545,309596101,44,31,-28,False,126441,863781.8144,-5503165.4469,3095961.0072,
231022000,86378188,-550316531,309596093,-37,8,-39,False,126612,863781.8763,-5503165.3092,3095960.9261000003,
231027000,86378190,-550316539,309596096,-8,31,33,False,126507,863781.8992,-5503165.386899999,3095960.9633,
231032000,86378194,-550316534,309596095,0,7,2,False,126107,863781.94,-5503165.3393,3095960.9502000003,
231037000,86378194,-550316531,309596095,-26,-15,22,False,125054,863781.9373999999,-5503165.3115,3095960.9522,
231042000,86378192,-550316545,309596098,-5,35,-44,False,123773,863781.9195000001,-5503165.446500001,3095960.9756,
231047000,86378190,-550316557,309596096,33,-29,-47,False,122452,863781.9033,-5503165.5729,3095960.9553,
231052000,86378196,-550316561,309596086,-35,-11,2,False,121481,863781.9565,-5503165.6111,3095960.8602,
231057000,86378200,-550316561,309596076,2,-32,25,False,120563,863782.0002,-5503165.6132000005,3095960.7624999997,
231062000,86378199,-550316563,309596070,8,-1,39,False,119403,863781.9908,-5503165.6301,3095960.7039,
231067000,86378203,-550316567,309596052,35,-16,-42,False,118358,863782.0335,-5503165.6716,3095960.5158,
231072000,86378205,-550316573,309596045,7,-36,-42,False,117437,863782.0507,-5503165.733600001,3095960.4458000003,
231077000,86378209,-550316578,309596032,-43,36,21,False,116397,863782.0856999999,-5503165.7764,3095960.3221,
231082000,86378211,-550316577,309596015,-7,1,-48,False,115482,863782.1093,-5503165.7699,3095960.1451999997,
231087000,86378213,-550316566,309596003,-21,-27,-47,False,114610,863782.1279,-5503165.6627,3095960.0253,
231092000,86378220,-550316557,309595983,24,40,9,False,114038,863782.2024,-5503165.566000001,3095959.8309,
231097000,86378231,-550316536,309595950,27,20,-24,False,113484,863782.3127,-5503165.358,3095959.4976,
231102000,86378235,-550316530,309595939,-47,-33,12,False,113127,863782.3452999999,-5503165.3033,3095959.3912,
231107000,86378237,-550316534,309595931,6,33,14,False,112936,863782.3706,-5503165.3367,3095959.3114,
231112000,86378245,-550316538,309595915,14,32,-17,False,112857,863782.4513999999,-5503165.3768,3095959.1483,
231117000,86378252,-550316540,309595907,-42,47,-12,False,112977,863782.5158,-5503165.3953,3095959.0688,
231122000,86378264,-550316532,309595881,35,-46,-21,False,113035,863782.6435,-5503165.3246,3095958.8079,
231127000,86378275,-550316523,309595858,18,-47,-12,False,113247,863782.7518,-5503165.234700001,3095958.5788000003,
231132000,86378290,-550316502,309595823,5,0,7,False,113564,863782.9005,-5503165.02,3095958.2307,
231137000,86378298,-550316488,309595812,-10,-32,-16,False,113560,863782.9789999999,-5503164.8832,3095958.1184,
231142000,86378310,-550316481,309595779,13,-18,7,False,113664,863783.1013,-5503164.811799999,3095957.7907000002,
231147000,86378320,-550316469,309595747,49,11,-20,False,113823,863783.2049,-5503164.6889,3095957.4680000003,
231152000,86378331,-550316464,309595716,-20,-1,40,False,113702,863783.3080000001,-5503164.6400999995,3095957.1640000003,
231157000,86378342,-550316465,309595696,-33,36,-8,False,114120,863783.4167000001,-5503164.6464,3095956.9592,
231162000,86378347,-550316466,309595689,9,-40,-48,False,114903,863783.4709,-5503164.664,3095956.8852,
231167000,86378359,-550316466,309595662,15,34,11,False,115378,863783.5915,-5503164.6566,3095956.6211,
231172000,86378361,-550316475,309595671,-36,0,-37,False,115859,863783.6063999999,-5503164.75,3095956.7063,
231177000,86378361,-550316468,309595668,33,31,-27,False,116205,863783.6133,-5503164.676899999,3095956.6773,
231182000,86378371,-550316466,309595640,48,-41,18,False,116345,863783.7148,-5503164.6641,3095956.4018,
231187000,86378374,-550316471,309595629,27,42,29,False,116317,863783.7427,-5503164.7058,3095956.2929000002,
231192000,86378368,-550316489,309595644,23,19,24,False,116243,863783.6823000001,-5503164.8881,3095956.4424,
231197000,86378369,-550316495,309595635,-37,28,8,False,116118,863783.6863,-5503164.9472,3095956.3508,
231202000,86378367,-550316504,309595636,18,22,-47,False,116154,863783.6718,-5503165.0378,3095956.3553,
231207000,86378365,-550316514,309595633,17,37,43,False,115994,863783.6517,-5503165.136299999,3095956.3343,
231212000,86378364,-550316522,309595629,-18,-11,-43,False,115970,863783.6382,-5503165.2211,3095956.2857,
231217000,86378358,-550316532,309595646,-41,-45,-34,False,115697,863783.5758999999,-5503165.3245,3095956.4566,
231222000,86378354,-550316547,309595648,9,42,-14,False,115435,863783.5409,-5503165.465799999,3095956.4786,
231227000,86378351,-550316561,309595645,31,17,21,False,115187,863783.5131,-5503165.6083,3095956.4521000003,
231232000,86378339,-550316577,309595661,16,39,-16,False,114829,863783.3916,-5503165.7661,3095956.6084,
231237000,86378327,-550316578,309595672,-2,-31,-36,False,114784,863783.2698,-5503165.783100001,3095956.7164000003,
231242000,86378321,-550316577,309595662,37,-2,-49,False,114967,863783.2137,-5503165.770199999,3095956.6151,
231247000,86378313,-550316584,309595659,-43,48,6,False,115254,863783.1257,-5503165.8352,3095956.5905999998,
231252000,86378309,-550316583,309595644,12,-25,-6,False,115580,863783.0912,-5503165.8325000005,3095956.4394,
231257000,86378307,-550316586,309595631,-21,-22,-18,False,116329,863783.0678999999,-5503165.8622,3095956.3082,
231262000,86378299,-550316612,309595634,13,-28,-28,False,117388,863782.9913,-5503166.1228,3095956.3372,
231267000,86378292,-550316620,309595639,33,-35,-17,False,118472,863782.9233,-5503166.2035,3095956.3883,
231272000,86378277,-550316634,309595662,32,49,44,False,119900,863782.7732,-5503166.3351,3095956.6244,
231277000,86378282,-550316616,309595636,-33,-50,-21,False,121267,863782.8167,-5503166.165,3095956.3578999997,
231282000,86378284,-550316603,309595609,45,-21,-32,False,123494,863782.8445,-5503166.0321,3095956.0867999997,
231287000,86378281,-550316610,309595606,-7,-3,13,False,126038,863782.8093000001,-5503166.1003,3095956.0613,
231292000,86378271,-550316629,309595633,10,23,17,False,128206,863782.711,-5503166.2877,3095956.3317,
231297000,86378266,-550316634,309595641,-11,9,-35,False,130227,863782.6589,-5503166.3390999995,3095956.4065,
231302000,86378260,-550316640,309595650,-10,42,-37,False,132443,863782.5989999999,-5503166.3958,3095956.4963,
231307000,86378259,-550316630,309595646,17,49,-34,False,133781,863782.5917,-5503166.2951,3095956.4566,
231312000,86378259,-550316618,309595633,49,-42,-27,False,135192,863782.5949,-5503166.1842,3095956.3273,
231317000,86378251,-550316614,309595638,17,-42,41,False,134936,863782.5117,-5503166.1442,3095956.3841,
231322000,86378246,-550316608,309595647,18,33,-40,False,134389,863782.4617999999,-5503166.0767,3095956.466,
231327000,86378243,-550316606,309595658,-25,-42,-2,False,133653,863782.4275000001,-5503166.0642,3095956.5798,
231332000,86378239,-550316605,309595664,15,-47,-2,False,133090,863782.3915,-5503166.0547,3095956.6398,
231337000,86378235,-550316607,309595665,-36,-47,6,False,132427,863782.3463999999,-5503166.074700001,3095956.6506,
231342000,86378226,-550316604,309595681,-26,27,-12,False,131813,863782.2574,-5503166.0373,3095956.8088,
231347000,86378219,-550316616,309595704,-14,-17,8,False,131240,863782.1886,-5503166.1617,3095957.0408,
231352000,86378212,-550316623,309595721,-42,-13,22,False,130893,863782.1158,-5503166.2313,3095957.2122,
231357000,86378216,-550316618,309595718,22,-48,-35,False,130991,863782.1622,-5503166.1848,3095957.1765,
231362000,86378213,-550316616,309595734,20,32,35,False,130510,863782.132,-5503166.1568,3095957.3435,
231367000,86378207,-550316623,309595761,-30,-24,34,False,130063,863782.0669999999,-5503166.2324,3095957.6133999997,
231372000,86378207,-550316630,309595781,18,-30,-33,False,129626,863782.0717999999,-5503166.302999999,3095957.8067,
231377000,86378199,-550316640,309595818,-5,14,-11,False,128759,863781.9895,-5503166.3986,3095958.1789,
231382000,86378193,-550316654,309595854,12,20,16,False,127805,863781.9312000001,-5503166.538,3095958.5416,
231387000,86378187,-550316670,309595882,43,44,37,False,126725,863781.8743,-5503166.6956,3095958.8236999996,
231392000,86378187,-550316674,309595902,-12,-2,-24,False,125883,863781.8687999999,-5503166.7402,3095959.0176,
231397000,86378186,-550316682,309595927,13,-8,-12,False,125117,863781.8613,-5503166.8208,3095959.2688,
