rcvTow,week,leapS,numMeas,leapSec,clkReset,prMes,cpMes,doMes,gnssId,svId,sigId,freqId,locktime,cno,prStdev,cpStdev,doStdev,prValid,cpValid,halfCyc,subHalfCyc
384719.991,2401,18,31,True,False,18536683.68375333,97410922.56900804,2738.03759765625,0,31,0,0,26000,34,5,0,4,False,False,False,False
384719.991,2401,18,31,True,False,21904359.828773677,115108381.66383493,-1721.748046875,0,12,0,0,20000,34,5,0,4,False,False,False,False
384719.991,2401,18,31,True,False,18162842.1399798,95446378.8653407,-1031.8203125,0,10,0,0,1000,29,7,0,5,False,False,False,False
384719.991,2401,18,31,True,False,21287058.047679838,111864244.5485218,848.2799682617188,2,29,0,0,52000,49,3,0,1,True,False,True,True
384719.991,2401,18,31,True,False,22251577.25055833,116932819.55930156,-595.3046875,2,33,0,0,50000,40,4,0,2,True,True,True,True
384719.991,2401,18,31,True,False,23084538.95226072,121310070.23112035,-496.6361999511719,2,7,0,0,0,19,9,0,15,False,False,False,True
384719.991,2401,18,31,True,False,24293701.74847256,127664262.27993743,1900.0487060546875,2,12,0,0,49000,35,5,0,3,True,True,True,True
384719.991,2401,18,31,True,False,22400252.299570136,117714119.98121354,1986.431640625,2,19,0,0,29000,38,4,0,2,True,True,True,True
384719.991,2401,18,31,True,False,21287059.082966354,90798905.18517692,688.570068359375,2,29,8,0,50000,51,3,0,1,False,False,False,True
384719.991,2401,18,31,True,False,24293698.963208403,103623568.74362963,1542.46728515625,2,12,8,0,47000,40,4,0,2,True,True,True,True
384719.991,2401,18,31,True,False,22400251.327662807,95547165.29571457,1612.573974609375,2,19,8,0,28240,36,5,0,3,False,False,False,False
384719.991,2401,18,31,True,False,21322552.182494234,87312295.71089724,1455.529296875,0,1,3,0,52000,36,5,0,3,False,False,False,False
384719.991,2401,18,31,True,False,17754143.072766755,72700246.3222043,511.639892578125,0,28,3,0,52000,40,4,0,2,True,True,True,True
